 #level   step     block  iter  sweep   error
  1         4         1     0     1 -0.10000000000000E+01
  1         4         1     1     1 -0.10000000000000E+01
  1         4         1     2     1 -0.10000000000000E+01
  1         4         1     3     1 -0.10000000000000E+01
  1         4         1     4     1 -0.10000000000000E+01
  1         4         1     5     1 -0.10000000000000E+01
  1         8         2     0     1 -0.10000000000000E+01
  1         8         2     1     1 -0.10000000000000E+01
  1         8         2     2     1 -0.10000000000000E+01
  1         8         2     3     1 -0.10000000000000E+01
  1         8         2     4     1 -0.10000000000000E+01
  1         8         2     5     1 -0.10000000000000E+01
  1        12         3     0     1 -0.10000000000000E+01
  1        12         3     1     1 -0.10000000000000E+01
  1        12         3     2     1 -0.10000000000000E+01
  1        12         3     3     1 -0.10000000000000E+01
  1        12         3     4     1 -0.10000000000000E+01
  1        12         3     5     1 -0.10000000000000E+01
  1        16         4     0     1 -0.10000000000000E+01
  1        16         4     1     1 -0.10000000000000E+01
  1        16         4     2     1 -0.10000000000000E+01
  1        16         4     3     1 -0.10000000000000E+01
  1        16         4     4     1 -0.10000000000000E+01
  1        16         4     5     1 -0.10000000000000E+01
  1        20         5     0     1 -0.10000000000000E+01
  1        20         5     1     1 -0.10000000000000E+01
  1        20         5     2     1 -0.10000000000000E+01
  1        20         5     3     1 -0.10000000000000E+01
  1        20         5     4     1 -0.10000000000000E+01
  1        20         5     5     1 -0.10000000000000E+01
  1        24         6     0     1 -0.10000000000000E+01
  1        24         6     1     1 -0.10000000000000E+01
  1        24         6     2     1 -0.10000000000000E+01
  1        24         6     3     1 -0.10000000000000E+01
  1        24         6     4     1 -0.10000000000000E+01
  1        24         6     5     1 -0.10000000000000E+01
  1        28         7     0     1 -0.10000000000000E+01
  1        28         7     1     1 -0.10000000000000E+01
  1        28         7     2     1 -0.10000000000000E+01
  1        28         7     3     1 -0.10000000000000E+01
  1        28         7     4     1 -0.10000000000000E+01
  1        28         7     5     1 -0.10000000000000E+01
  1        32         8     0     1 -0.10000000000000E+01
  1        32         8     1     1 -0.10000000000000E+01
  1        32         8     2     1 -0.10000000000000E+01
  1        32         8     3     1 -0.10000000000000E+01
  1        32         8     4     1 -0.10000000000000E+01
  1        32         8     5     1 -0.10000000000000E+01
  1        36         9     0     1 -0.10000000000000E+01
  1        36         9     1     1 -0.10000000000000E+01
  1        36         9     2     1 -0.10000000000000E+01
  1        36         9     3     1 -0.10000000000000E+01
  1        36         9     4     1 -0.10000000000000E+01
  1        36         9     5     1 -0.10000000000000E+01
  1        40        10     0     1 -0.10000000000000E+01
  1        40        10     1     1 -0.10000000000000E+01
  1        40        10     2     1 -0.10000000000000E+01
  1        40        10     3     1 -0.10000000000000E+01
  1        40        10     4     1 -0.10000000000000E+01
  1        40        10     5     1 -0.10000000000000E+01
  1        44        11     0     1 -0.10000000000000E+01
  1        44        11     1     1 -0.10000000000000E+01
  1        44        11     2     1 -0.10000000000000E+01
  1        44        11     3     1 -0.10000000000000E+01
  1        44        11     4     1 -0.10000000000000E+01
  1        44        11     5     1 -0.10000000000000E+01
  1        48        12     0     1 -0.10000000000000E+01
  1        48        12     1     1 -0.10000000000000E+01
